"the_geom","SYSTEMSTOP","STREET","CROSS_ST","DIR","POS","ROUTESSTPG","OWLROUTES","CITY","PUBLIC_NAM"
"POINT (-87.69940500000001 41.988648001)","11,882","CALIFORNIA","THORNDALE","SB","NS","93",,"CHICAGO","California & Thorndale"
"POINT (-87.61472742199999 41.740056717000016)","2,254","KING DRIVE","85TH STREET","SB","FS","3",,"CHICAGO","King Drive & 85th Street"
"POINT (-87.72281366599998 41.785826938000014)","4,714","PULASKI","59TH STREET","NB","NS","53A",,"CHICAGO","Pulaski & 59th Street"
"POINT (-87.59714192000001 41.73669466000001)","9,423","87TH STREET","GREENWOOD","EB","FS","87",,"CHICAGO","87th Street & Greenwood"
"POINT (-87.67934991599998 41.96867194499998)","3,760","LAWRENCE","DAMEN","EB","NS","81","N81","CHICAGO","Lawrence & Damen"
"POINT (-87.648754 41.869484)","6,700","TAYLOR","900 WEST","EB","MB","157",,"CHICAGO","900 W Taylor"
"POINT (-87.630589999 41.87440400000003)","5,384","CLARK","HARRISON","NB","NS","24","N22","CHICAGO","Clark & Harrison"
"POINT (-87.71261920199998 41.94646216899997)","7,951","KIMBALL","ADDISON","NB","NS","82",,"CHICAGO","Kimball & Addison"
"POINT (-87.68657187999997 41.890871344999994)","8,385","WESTERN","GRAND","NB","FS","49,X49","N49","CHICAGO","Western & Grand"
"POINT (-87.66973588899998 41.985255310000014)","8,970","ASHLAND","HOLLYWOOD","NB","FS","50",,"CHICAGO","Ashland & Hollywood"
"POINT (-87.68728053000001 41.917462478000004)","8,400","WESTERN","ARMITAGE","NB","NS","49","N49","CHICAGO","Western & Armitage"
"POINT (-87.63136299899998 41.90378199999998)","1,899","CLARK","DIVISION","NB","NS","22","N22","CHICAGO","Clark & Division (Red Line)"
"POINT (-87.60493006000002 41.74577953099998)","2,475","COTTAGE GROVE","82ND STREET","NB","NS","4",,"CHICAGO","Cottage Grove & 82nd Street"
"POINT (-87.69525899500002 41.84817514500003)","15,244","CALIFORNIA","24TH BOULEVARD","NB","FS","94",,"CHICAGO","California & 24th Boulevard"
"POINT (-87.74605940499998 41.920834544)","15,758","CICERO","PALMER","NB","FS","54",,"CHICAGO","Cicero & Palmer"
"POINT (-87.69349539799998 41.78631799300001)","4,153","CALIFORNIA","59TH STREET","NB","NS","94",,"CHICAGO","California & 59th Street"
"POINT (-87.74679601499997 41.940559700999984)","10,326","CICERO","SCHOOL","NB","NS","54",,"CHICAGO","Cicero & School"
"POINT (-87.61527724000001 41.76947227300002)","2,131","KING DRIVE","69TH STREET","NB","FS","3",,"CHICAGO","King Drive & 69th Street"
"POINT (-87.722426864 41.77125207500001)","4,710","PULASKI","MARQUETTE RD","NB","NS","53A",,"CHICAGO","Pulaski & Marquette Rd"
"POINT (-87.62001095599999 41.71258366000001)","7,619","MICHIGAN","100TH STREET","NB","NS","34,103,106,119","N34","CHICAGO","Michigan & 100th Street"
"POINT (-87.64140600000002 41.84529300000003)","5,110","WALLACE","26TH STREET","NB","NS","44",,"CHICAGO","Wallace & 26th Street"
"POINT (-87.69493167000002 41.83730852100001)","4,179","CALIFORNIA","31ST STREET","NB","NS","94",,"CHICAGO","California & 31st Street"
"POINT (-87.806648607 41.93780270899998)","11,803","HARLEM","BELMONT","NB","NS","90",,"CHICAGO","Harlem & Belmont"
"POINT (-87.56561981700003 41.708148161999986)","5,257","103RD STREET","OGLESBY","WB","NS","15,26",,"CHICAGO","103rd Street & Oglesby"
"POINT (-87.624642 41.765570000000025)","10,850","71ST STREET","STATE","WB","NS","71",,"CHICAGO","71st Street & State"
"POINT (-87.699644815 42.008505187000026)","12,077","LUNT","CALIFORNIA","WB","NS","96",,"CHICAGO","Lunt & California"
"POINT (-87.66798959099998 41.91069828000002)","17,000","NORTH AVENUE","ASHLAND","WB","FS","72",,"CHICAGO","North Ave & Ashland"
"POINT (-87.61362194100002 41.70738427700002)","12,287","103RD STREET","KING DRIVE","WB","NS","34,106",,"CHICAGO","103rd Street & King Drive"
"POINT (-87.70143065100001 41.975899792999996)","4,815","FOSTER","FRANCISCO","WB","NS","92,93",,"CHICAGO","Foster & Francisco"
"POINT (-87.72252300000002 41.77870899999999)","3,271","63RD STREET","PULASKI","WB","NS","63","N63","CHICAGO","63rd Street & Pulaski"
"POINT (-87.63030500000002 41.861834999999985)","6,295","CLARK","15TH STREET","SB","FT","24",,"CHICAGO","Clark & 15th Street"
"POINT (-87.67786724899997 41.84762235699998)","17,116","BLUE ISLAND","HOYNE","NEB","FS","60","N60","CHICAGO","Blue Island & Hoyne"
"POINT (-87.67001638599999 41.98831246999998)","17,156","CLARK","THORNDALE","SB","FS","22","N22","CHICAGO","Clark & Thorndale"
"POINT (-87.721920001 41.74595199999999)","4,735","PULASKI","81ST STREET","SB","NS","53A",,"CHICAGO","Pulaski & 81st Street"
"POINT (-87.75270265500001 41.95876125699999)","5,585","MILWAUKEE","CULLOM","NWB","NS","56",,"CHICAGO","Milwaukee & Cullom"
"POINT (-87.643532999 41.73002500000001)","3,693","HALSTED","9030 SOUTH RR CROSSING","SB","NS","8A",,"CHICAGO","9030 S Halsted"
"POINT (-87.77684824800002 41.79357868300002)","4,530","ARCHER","MELVINA","SWB","NS","62,62H",,"CHICAGO","Archer & Melvina"
"POINT (-87.59687651600001 41.653884962999996)","7,578","ELLIS","133RD STREET","SB","NS","34",,"CHICAGO","Ellis & 133rd Street"
"POINT (-87.74709999999999 42.03859899999998)","10,456","SKOKIE BLVD","CRAIN","SB","NS","54A",,"SKOKIE","Skokie Blvd & Crain"
"POINT (-87.70616241200003 41.879789990999996)","3,037","KEDZIE","MONROE","SB","NS","52",,"CHICAGO","Kedzie & Monroe"
"POINT (-87.70601697699999 41.874251082)","3,041","KEDZIE","BLUE LINE (FOREST PARK)","SB","MB","52",,"CHICAGO","Kedzie-Homan Blue Line Station"
"POINT (-87.68405635900001 41.790132664)","15,143","WESTERN","57TH STREET","SB","FS","49","N49","CHICAGO","Western & 57th Street"
"POINT (-87.71336872299997 41.97263877)","11,285","KIMBALL","CARMEN (south leg)","NB","FT","82",,"CHICAGO","Kimball & Carmen"
"POINT (-87.80537201200002 41.90508523800003)","15,708","HARLEM","GREENFIELD","NB","NS","90,307,318",,"OAK PARK","Harlem & Greenfield"
"POINT (-87.84640700099999 41.97486500000002)","8,590","EAST RIVER RD","BERWYN","NB","NS","81W",,"CHICAGO","East River Rd & Berwyn"
"POINT (-87.63831281799997 41.84809164400002)","5,113","CANAL","24TH PLACE","NB","NS","44",,"CHICAGO","Canal & 24th Place"
"POINT (-87.737068324 41.79955822199997)","17,506","ARCHER","KOLMAR","NEB","NS","62","N62","CHICAGO","Archer & Kolmar"
"POINT (-87.680540613 42.019366864000006)","3,631","HOWARD","DAMEN","EB","NS","97,201,206",,"CHICAGO","Howard & Damen"
"POINT (-87.56583846500001 41.73712848399998)","9,437","87TH STREET","SOUTH CHICAGO","EB","NS","87",,"CHICAGO","87th Street & South Chicago"
"POINT (-87.65756699999997 41.721337000000005)","3,467","95TH STREET","LOOMIS","WB","NS","N9,95","N9","CHICAGO","95th Street & Loomis"
"POINT (-87.70875896899997 41.808112945999994)","17,264","47TH STREET","HOMAN","WB","FS","47",,"CHICAGO","47th Street & Homan"
"POINT (-87.66595913600003 41.857868524000025)","6,815","18TH STREET","ASHLAND","WB","NS","18",,"CHICAGO","18th Street & Ashland"
"POINT (-87.666331001 41.91653600000001)","4,095","CORTLAND","ELSTON","WB","NS","73",,"CHICAGO","Cortland & Elston"
"POINT (-87.77151730000003 41.94589256699999)","12,605","ADDISON","MENARD","WB","NS","152",,"CHICAGO","Addison & Menard"
"POINT (-87.65903678500001 41.94721080599999)","12,556","ADDISON","RACINE","WB","NS","152",,"CHICAGO","Addison & Racine"
"POINT (-87.64817713399998 41.896510003)","613","CHICAGO","HALSTED","WB","FS","66","N66","CHICAGO","Chicago & Halsted"
"POINT (-87.786571117 41.792365851)","4,536","ARCHER","NASHVILLE","WB","NS","62,62H",,"CHICAGO","Archer & Nashville"
"POINT (-87.688224214 41.954133823999996)","5,691","IRVING PARK","WESTERN","WB","NS","80",,"CHICAGO","Irving Park & Western"
"POINT (-87.69884432200001 42.06421654100001)","12,642","CENTRAL STREET","GREEN BAY RD","EB","NS","201,206",,"EVANSTON","Central Street & Green Bay Rd"
"POINT (-87.61876355599998 41.70718335800001)","12,213","103RD STREET","INDIANA","EB","NS","106",,"CHICAGO","103rd Street & Indiana"
"POINT (-87.78304743500001 41.96840534099999)","9,553","GUNNISON","MELVINA (west leg)","EB","MT","81W",,"CHICAGO","Gunnison & Melvina"
"POINT (-87.792758209 41.96831346800002)","9,729","GUNNISON","NATOMA","EB","NT","81W",,"HARWOOD HEIGHTS","Gunnison & Natoma"
"POINT (-87.674742546 41.895870038)","553","CHICAGO","WOLCOTT","EB","NS","66","N66","CHICAGO","Chicago & Wolcott"
"POINT (-87.65532898100003 41.96223270600001)","15,284","BROADWAY","MONTROSE","NB","FS","36",,"CHICAGO","Broadway & Montrose"
"POINT (-87.68876890500002 41.96885702100002)","14,592","WESTERN","LAWRENCE","NB","FS","11,49,49B,X49","N49","CHICAGO","Western & Lawrence"
"POINT (-87.620440959 41.678227488000005)","7,599","MICHIGAN","119TH STREET","NB","FS","34,119","N34","CHICAGO","Michigan & 119th Street"
"POINT (-87.820089844 42.005319138999994)","9,911","NORTHWEST HWY","OZARK","NWB","FT","68",,"CHICAGO","Northwest Hwy & Ozark"
"POINT (-87.630899866 41.78000777400001)","3,229","63RD STREET","RED LINE STATION","WB","MB","63","N63","CHICAGO","63rd Red Line Station"
"POINT (-87.75727063099998 41.792914886999995)","4,545","55TH STREET","LONG","WB","NS","55A,55N",,"CHICAGO","55th Street & Long"
"POINT (-87.686305 41.830307000000005)","7,416","35TH STREET","ARTESIAN","WB","MT","35",,"CHICAGO","35th Street & Artesian"
"POINT (-87.73985808600003 41.917064165)","4,131","ARMITAGE","KOLMAR","WB","NS","73",,"CHICAGO","Armitage & Kolmar"
"POINT (-87.70676067699998 41.822597425000026)","7,796","PERSHING","SPAULDING","WB","NS","39",,"CHICAGO","Pershing & Spaulding"
"POINT (-87.645487398 41.94799724799998)","12,550","ADDISON","PINE GROVE","WB","NS","152",,"CHICAGO","Addison & Pine Grove"
"POINT (-87.59834723900002 41.795138646)","15,753","55TH STREET","UNIVERSITY","WB","FS","55","N55","CHICAGO","55th Street & University"
"POINT (-87.70220509 41.82817872499999)","15,182","36TH STREET","ALBANY","WB","FT","35",,"CHICAGO","36th Street & Albany"
"POINT (-87.62749695399998 41.883169572999975)","448","WASHINGTON","STATE","EB","FS","J14,19,20,56,60,124,151,157","N4,N20,N60","CHICAGO","Washington & State"
"POINT (-87.74848049299999 41.997059895999996)","10,474","CICERO","DEVON","SB","FS","54A",,"CHICAGO","Cicero & Devon"
"POINT (-87.59824137499999 41.760459458000014)","7,230","SOUTH CHICAGO","74TH STREET/GREENWOOD","SEB","NS","30",,"CHICAGO","South Chicago & 74th Street/Greenwood"
"POINT (-87.74223120800002 41.77132171699998)","10,361","CICERO","MARQUETTE RD","SB","NS","54B",,"BEDFORD PARK","Cicero & Marquette Rd"
"POINT (-87.77593671800003 41.97245670900003)","9,876","HIGGINS","MARMORA","SEB","NS","88",,"CHICAGO","Higgins & Marmora"
"POINT (-87.74966424899998 42.03722549399998)","3,588","NILES CENTER","GREENLEAF","SB","NS","97",,"SKOKIE","Niles Center & Greenleaf"
"POINT (-87.645855498 41.81758291900002)","5,150","HALSTED","42ND STREET","SB","MT","8,44",,"CHICAGO","Halsted & 42nd Street"
"POINT (-87.666624668 41.686787783)","2,931","VINCENNES","EDMAIRE","SWB","NS","111",,"CHICAGO","Vincennes & Edmaire"
"POINT (-87.60659500000003 41.807852000000025)","2,550","COTTAGE GROVE","48TH STREET","SB","NS","4","N4","CHICAGO","Cottage Grove & 48th Street"
"POINT (-87.71172619599997 42.004704686000025)","14,998","MCCORMICK","PRATT","SB","NS","82,96",,"LINCOLNWOOD","McCormick & Pratt"
"POINT (-87.63404232900001 41.91489299599999)","1,409","CLARK","MENOMONEE","SB","NS","22,36,73","N22","CHICAGO","Clark & Menomonee"
"POINT (-87.702225011 41.73556281399999)","10,030","KEDZIE","87TH STREET","SB","NS","52A",,"CHICAGO","Kedzie & 87th Street"
"POINT (-87.76587541800001 41.91677688499999)","11,550","CENTRAL","over ARMITAGE","SB","MB","85",,"CHICAGO","Central & Armitage"
"POINT (-87.68423384200003 41.79759785099998)","8,281","WESTERN","53RD STREET","SB","NS","49","N49","CHICAGO","Western & 53rd Street"
"POINT (-87.625838004 41.796554034999986)","2,419","STATE","54TH STREET","SB","NT","29",,"CHICAGO","State & 54th Street"
"POINT (-87.70367170100002 41.79543405300001)","3,089","KEDZIE","54TH STREET","SB","NS","52,52A",,"CHICAGO","Kedzie & 54th Street"
"POINT (-87.54433699999998 41.72843446500002)","11,999","BUFFALO","92ND STREET","SB","NS","95",,"CHICAGO","Buffalo & 92nd Street"
"POINT (-87.661008648 41.952662479000026)","1,820","CLARK","BYRON","SB","NS","22","N22","CHICAGO","Clark & Byron"
"POINT (-87.606238168 41.78968132099999)","2,561","COTTAGE GROVE","58TH STREET","SB","MT","2,4","N4","CHICAGO","Cottage Grove & 58th Street"
"POINT (-87.720439758 41.69143674200001)","4,743","PULASKI","111TH STREET","SB","NS","53A",,"OAK LAWN","Pulaski & 111th Street"
"POINT (-87.588685 41.80441000000002)","7,175","LAKE PARK","5000 SOUTH","SB","MB","2,6,28",,"CHICAGO","5000 S Lake Park"
"POINT (-87.66375 41.761366001)","6,108","ASHLAND","73RD STREET","SB","NS","9","N9","CHICAGO","Ashland & 73rd Street"
"POINT (-87.78180400000002 41.79059000000001)","4,668","NARRAGANSETT","56TH STREET","SB","NS","55N",,"CHICAGO","Narragansett & 56th Street"
"POINT (-87.69570300100003 41.85747100100002)","4,248","CALIFORNIA","18TH STREET","SB","NS","94",,"CHICAGO","California & 18th Street"
"POINT (-87.66966398400001 41.87163591900003)","6,637","POLK","PINK LINE STATION","WB","MB","7,157",,"CHICAGO","Polk Pink Line Station"
"POINT (-87.62642074899998 41.76881930000002)","14,140","69TH BUS BRIDGE","RED LINE STATION","WB","MB","71",,"CHICAGO","69th Red Line Station"
"POINT (-87.71343823400002 41.90111858099999)","805","GRAND","THOMAS","WB","FT","65",,"CHICAGO","Grand & Thomas"
"POINT (-87.67449000300002 41.89603074199999)","625","CHICAGO","WOLCOTT","WB","NS","66","N66","CHICAGO","Chicago & Wolcott"
"POINT (-87.741654117 41.73278585899999)","9,363","87TH STREET","CICERO","WB","TERM","87",,"OAK LAWN","87th Street & Cicero Terminal"
"POINT (-87.563109999 41.70818000000003)","5,255","103RD STREET","BENSLEY","WB","NS","J14,26",,"CHICAGO","103rd Street & Bensley"
"POINT (-87.66612529999998 42.005505674000005)","1,748","PRATT","GLENWOOD (wast leg)","WB","FS","155",,"CHICAGO","Pratt & Glenwood"
"POINT (-87.648128719 41.90904631000001)","15,406","HALSTED","BLACKHAWK","NB","FT","8",,"CHICAGO","Halsted & Blackhawk"
"POINT (-87.72633603600002 41.91304604200002)","9,111","PULASKI","1739 NORTH","NB","MB","53","N53","CHICAGO","1739 N Pulaski"
"POINT (-87.57529617900002 41.728075992000015)","5,286","JEFFERY","92ND STREET","NB","FS","15",,"CHICAGO","Jeffery & 92nd Street"
"POINT (-87.75924093100002 41.938552657)","9,256","BELMONT","LOCKWOOD","EB","NS","77","N77","CHICAGO","Belmont & Lockwood"
"POINT (-87.71821600099997 41.873469)","175","HARRISON","LAWNDALE","EB","NS","7",,"CHICAGO","Harrison & Lawndale"
"POINT (-87.66409988700002 41.86676742499998)","300","ROOSEVELT","LAFLIN","EB","NS","12",,"CHICAGO","Roosevelt & Laflin"
"POINT (-87.65423415599997 41.903471834000015)","2,022","DIVISION","CHERRY","EB","NS","70",,"CHICAGO","Division & Cherry"
"POINT (-87.58661580299997 41.773385443999985)","10,069","67TH STREET","STONY ISLAND","WB","FS","N5,67","N5","CHICAGO","67th Street & Stony Island"
"POINT (-87.643564357 41.830856400000016)","7,643","35TH STREET","UNION","WB","NS","35",,"CHICAGO","35th Street & Union"
"POINT (-87.68345432199999 41.86907034400002)","6,644","TAYLOR","OAKLEY","WB","NS","157",,"CHICAGO","Taylor & Oakley"
"POINT (-87.66576385799999 41.852429449)","6,862","CERMAK","ASHLAND","WB","NS","21",,"CHICAGO","Cermak & Ashland"
"POINT (-87.669687404 41.80861578700001)","8,084","47TH STREET","WOOD","WB","NS","47",,"CHICAGO","47th Street & Wood"
"POINT (-87.694792818 41.946763996000016)","12,573","ADDISON","TALMAN","WB","NS","94,152",,"CHICAGO","Addison & Talman"
"POINT (-87.66714744299998 41.896279177)","15,843","ASHLAND","CHICAGO","NB","FS","9,X9","N9","CHICAGO","Ashland & Chicago"
"POINT (-87.74598934900001 41.91709438100003)","14,641","CICERO","ARMITAGE","NB","FS","54",,"CHICAGO","Cicero & Armitage"
"POINT (-87.63066600299999 41.802241111)","15,907","WENTWORTH","51ST STREET","NB","FS","15,51,24",,"CHICAGO","Wentworth & 51st Street"
"POINT (-87.76531699899999 41.891174001000024)","11,564","CENTRAL","OHIO","SB","NS","85",,"CHICAGO","Central & Ohio"
"POINT (-87.676605 41.88306)","8,912","DAMEN","WASHINGTON","NB","NS","50",,"CHICAGO","Damen & Washington"
"POINT (-87.78535998699999 41.92393279700002)","15,040","NARRAGANSETT","FULLERTON","NB","FS","86",,"CHICAGO","Narragansett & Fullerton"
"POINT (-87.75495164099999 41.88013448100003)","3,864","LARAMIE","MADISON","NB","NS","57",,"CHICAGO","Laramie & Madison"
"POINT (-87.724535447 41.84628230800001)","15,055","PULASKI","25TH STREET","NB","FS","53",,"CHICAGO","Pulaski & 25th Street"
"POINT (-87.71332999999998 41.964838999999984)","11,129","KIMBALL","WILSON","SB","NS","82",,"CHICAGO","Kimball & Wilson"
"POINT (-87.630327599 41.85760486700002)","17,152","CLARK","18TH STREET","SB","FS","24",,"CHICAGO","Clark & 18th Street"
"POINT (-87.71366766199998 41.99448333599997)","1,505","LINCOLN","McCORMICK/KIMBALL","NWB","NS","11",,"CHICAGO","Lincoln & McCormick/Kimball"
"POINT (-87.72408428699998 41.81827691199999)","17,203","PULASKI","41ST STREET","SB","FT","53A",,"CHICAGO","Pulaski & 41st Street"
"POINT (-87.69628457699997 41.87725836300001)","14,615","CALIFORNIA","JACKSON","SB","FS","94",,"CHICAGO","California & Jackson"
"POINT (-87.72550474500002 41.872718507)","15,553","PULASKI","FIFTH AVENUE","SB","FS","53",,"CHICAGO","Pulaski & Fifth Avenue"
"POINT (-87.696795565 41.89577411900001)","3,023","CALIFORNIA","CHICAGO","SB","NS","94",,"CHICAGO","California & Chicago"
"POINT (-87.61571709999998 41.780176412)","3,437","63RD STREET","KING DRIVE","EB","NS","63","N63","CHICAGO","63rd Street & King Drive (Green Line)"
"POINT (-87.62089022100002 41.696337803000006)","7,542","MICHIGAN","109TH STREET","SB","NS","34,119","N34","CHICAGO","Michigan & 109th Street"
"POINT (-87.722869 41.780550000000005)","12,857","PULASKI","62ND STREET","SB","NS","53A",,"CHICAGO","Pulaski & 62nd Street"
"POINT (-87.54462000000001 41.737397999999985)","9,447","87TH STREET","BUFFALO","EB","NS","87",,"CHICAGO","87th Street & Buffalo"
"POINT (-87.70688281000002 41.822503875999985)","7,785","PERSHING","SPAULDING","EB","NT","39",,"CHICAGO","Pershing & Spaulding"
"POINT (-87.783504924 41.909098003)","854","NORTH AVENUE","RIDGELAND","EB","NS","72,86",,"OAK PARK","North Ave & Ridgeland"
"POINT (-87.670796 41.691854001000024)","12,405","111TH STREET","HALE (west leg)","EB","FS","112",,"CHICAGO","111th Street & Hale"
"POINT (-87.635827 41.744253000000015)","6,434","VINCENNES","83RD STREET","NB","FS","24",,"CHICAGO","Vincennes & 83rd Street"
"POINT (-87.58612000099998 41.75701600100001)","7,191","STONY ISLAND","76TH STREET","SB","NS","28",,"CHICAGO","Stony Island & 76th Street"
"POINT (-87.66472357800001 41.793500997000024)","6,089","ASHLAND","GARFIELD (south leg)","SB","FS","9,X9","N9","CHICAGO","Ashland & Garfield"
"POINT (-87.67582887600003 41.84810819299997)","14,961","DAMEN","BLUE ISLAND","SB","FS","50",,"CHICAGO","Damen & Blue Island"
"POINT (-87.66511368200003 42.015800678999994)","1,014","SHERIDAN","JARVIS","SB","FS","147","0","CHICAGO","Sheridan & Jarvis"
"POINT (-87.755869582 41.90233632600001)","3,832","LARAMIE","DIVISION","SB","NS","57",,"CHICAGO","Laramie & Division"
"POINT (-87.70610060299998 41.87723432400003)","14,599","KEDZIE","JACKSON","SB","FS","52",,"CHICAGO","Kedzie & Jackson"
"POINT (-87.653633162 41.743315967)","5,197","RACINE","83RD STREET","SB","NS","44",,"CHICAGO","Racine & 83rd Street"
"POINT (-87.76055584699998 41.967764699999975)","5,591","MILWAUKEE","LAWRENCE","NWB","NS","56",,"CHICAGO","Milwaukee & Lawrence"
"POINT (-87.60603975100003 41.780524748000005)","2,566","COTTAGE GROVE","63RD STREET","SB","NS","4",,"CHICAGO","Cottage Grove & 63rd Street (Green Line)"
"POINT (-87.68443091099999 41.812302870999986)","15,742","WESTERN","45TH STREET","NB","FS","49","N49","CHICAGO","Western & 45th Street"
"POINT (-87.61884878500001 41.85153612099998)","14,559","KING DRIVE","McCORMICK SQ (2300 S)","NB","FS","3,21",,"CHICAGO","McCormick Place"
"POINT (-87.72628868700002 41.90970879499997)","9,109","PULASKI","NORTH AVENUE","NB","NS","53","N53","CHICAGO","Pulaski & North Ave"
